id,state_id,name
857c39a9-ed4a-4118-8087-7f13eb0cef9b,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Tuolumne
884eb470-b40c-4f20-b62a-bd8454ec77df,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Placer
90950689-3ac6-4d92-93f8-f0a9f34104e8,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Sutter
aa408b36-cfa6-4404-8eb4-1c987ef46f24,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Sacramento
ac011da7-5711-4365-a3c3-7c2a249d7920,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Lassen
b2e7268d-a30b-4118-83f5-0462f15344b9,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Tulare
b63f8b99-5928-4745-98ca-8561d674127d,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Contra Costa
bea8332d-f513-435d-8ac5-cf20ab516127,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Imperial
c1a212e6-1aef-4c9d-b1c2-cd1a986ec13e,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Mendocino
c224aea6-2d7e-4e13-8906-eff70516549d,c7b095a3-7877-4af1-8810-cf6ba2b292fa,San Diego
c2a21181-46f5-4115-b4e2-9fe686b301e8,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Modoc County
c5fec778-9148-417d-9f76-2914763347e8,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Yolo
cae6fa77-345f-4555-bb8e-45176d46ee59,c7b095a3-7877-4af1-8810-cf6ba2b292fa,San Benito
ce4c36f7-914b-459e-8751-238fa6cacaab,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Santa Barbara
d1eb98b0-03ba-49ce-b924-8d915146d037,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Alameda
d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Riverside
d6e0adff-2dcb-4718-a295-6db10c792864,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Marin
d87e82b9-6ceb-4853-ad51-f0f9842b28b2,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Trinity
d931b0af-f2cb-4835-87bb-ef73a229668c,c7b095a3-7877-4af1-8810-cf6ba2b292fa,San Mateo
ddfa4615-44c1-4c16-b1a3-25b897ca814b,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Santa Clara
e4136743-7313-4153-b08e-9aaa0ce15aea,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Calaveras
e6718128-2af5-4250-a63f-f54729c159eb,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Humboldt
ecb0d2a4-8172-476a-b660-4098d3137735,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Napa
efeccfd6-f36a-479b-932b-6785e337f64b,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Kern
f5340f16-07a5-4672-8133-7ded16af6576,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Plumas
f67fe22d-4372-4fbd-9485-86df3e43c7e1,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Madera
f7a311c3-50a4-45c9-91aa-7c40a8fbdda2,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Tehama
fb1c5b1e-7522-4f91-9f91-ff6675bd95e8,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Siskiyou
fe6cec6d-6434-418f-8cbf-2d6096960723,c7b095a3-7877-4af1-8810-cf6ba2b292fa,Monterey
