id,zipcode,tax_region_name,state_rate,county_rate,city_rate,special_rate,risk_level,county_id
94eed6e6-3a27-4e5a-b4a8-a4d27c80a257,91788,WALNUT,0.06,0.0025,0,0.0325,0,e95396f9-d809-4542-93c1-e3c8d193885a
24340f42-c8cc-407b-b2ba-119cd29945fc,91789,POMONA,0.06,0.0025,0.0075,0.0325,0,e95396f9-d809-4542-93c1-e3c8d193885a
f568944b-0bea-41a3-b62a-7854f5e5cec4,91790,BALDWIN PARK,0.06,0.0025,0.0075,0.0325,0,e7a0e3a0-aa37-4ee1-bbef-ff350d802222
ed565260-38ee-4e2c-93ac-dfaa9f8b18eb,91791,COVINA,0.06,0.0025,0.0075,0.0325,0,e7a0e3a0-aa37-4ee1-bbef-ff350d802222
685e4e63-d611-4268-9bd3-adb602712d0d,91792,WALNUT,0.06,0.0025,0,0.0325,0,e7a0e3a0-aa37-4ee1-bbef-ff350d802222
6da1c4ec-305b-48eb-aed3-c8cbe0404526,91793,WEST COVINA,0.06,0.0025,0,0.0325,0,e7a0e3a0-aa37-4ee1-bbef-ff350d802222
17c4466e-cde0-4df2-9e60-d9bb9233968a,91801,ALHAMBRA,0.06,0.0025,0.0075,0.0325,0,01741f30-60e6-4a66-844f-fb38d9a13d3e
283e258e-f6e4-437e-aa69-12e0e9e9c630,91802,ALHAMBRA,0.06,0.0025,0.0075,0.0325,0,01741f30-60e6-4a66-844f-fb38d9a13d3e
d1e0dbd9-e295-4904-aeb2-a01becbe5236,91803,ALHAMBRA,0.06,0.0025,0.0075,0.0325,0,01741f30-60e6-4a66-844f-fb38d9a13d3e
55ae5bb6-6b19-4663-b0d4-7741e5d712c0,91804,ALHAMBRA,0.06,0.0025,0.0075,0.0325,0,01741f30-60e6-4a66-844f-fb38d9a13d3e
69fd4bc3-f0f9-4f6d-82a6-2d3cdfbc8e2a,91896,ALHAMBRA,0.06,0.0025,0.0075,0.0325,0,01741f30-60e6-4a66-844f-fb38d9a13d3e
99cf37c5-f135-4c57-b138-e9b34b258a30,91899,ALHAMBRA,0.06,0.0025,0.0075,0.0325,0,01741f30-60e6-4a66-844f-fb38d9a13d3e
07b1f34f-d05a-4121-9e31-36c949a5176d,91901,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,109c8b85-2ab1-46f0-93dd-78b92a54e84e
8074fa5b-8263-4207-9634-c81059298038,91902,CHULA VISTA,0.06,0.0025,0.01,0.015,0,93d6cff2-d4e6-4ad4-a7c6-5b42f62c302a
5d4ad760-362b-4df2-b156-9020a55595bc,91903,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,109c8b85-2ab1-46f0-93dd-78b92a54e84e
8472cf99-91b4-4be2-a935-c445b07a9f04,91905,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,a97bbb7c-6b57-4783-b7e7-3efae5879fd5
115e0a21-5fbb-481d-a394-c01755b11e50,91906,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,f401ca0a-c73d-41c9-95f4-a4f4dd507030
7ccfc8f7-96c9-43ab-a2cf-54e873df67e5,91908,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,93d6cff2-d4e6-4ad4-a7c6-5b42f62c302a
6f98ce4f-753b-4bd1-99d8-bac6963d72ad,91909,CHULA VISTA,0.06,0.0025,0.01,0.015,0,14fddecd-e20f-46ec-aacb-6ed4b136589e
46aecfc5-1e9b-40cc-8612-991b108f07da,91910,CHULA VISTA,0.06,0.0025,0.01,0.015,0,14fddecd-e20f-46ec-aacb-6ed4b136589e
d17eb616-9a7b-4c7b-9d1b-f640fa3a6daa,91911,CHULA VISTA,0.06,0.0025,0.01,0.015,0,14fddecd-e20f-46ec-aacb-6ed4b136589e
83c06b08-9a2f-4624-90cc-20b974b2e0a3,91912,CHULA VISTA,0.06,0.0025,0.01,0.015,0,14fddecd-e20f-46ec-aacb-6ed4b136589e
e5f59904-2dcb-4de3-b5d5-30025b8f543d,91913,CHULA VISTA,0.06,0.0025,0.01,0.015,0,14fddecd-e20f-46ec-aacb-6ed4b136589e
7a59a170-b0a7-42a8-89c1-978c123b75ab,91914,CHULA VISTA,0.06,0.0025,0.01,0.015,0,14fddecd-e20f-46ec-aacb-6ed4b136589e
3db41556-ba5b-41f6-aacb-373a7f0ecf93,91915,CHULA VISTA,0.06,0.0025,0.01,0.015,0,14fddecd-e20f-46ec-aacb-6ed4b136589e
a6dea011-b180-481f-90e9-22d2591d4799,91916,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,404a3c36-9241-4865-baa5-2026a44b5658
8fd5db84-1b5f-42aa-9891-29edfdd4f8f9,91917,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,ca69c7dd-d64a-49b4-a92c-6b1bac507f99
ed9c8c15-50a3-4377-8e82-09f74f65b76e,91921,CHULA VISTA,0.06,0.0025,0.01,0.015,0,14fddecd-e20f-46ec-aacb-6ed4b136589e
3f9a865f-5c14-44d8-8ecb-674586087ab1,91931,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,a02fc7f7-e4a0-4e58-9dce-cd9d917a0aaa
69e388c3-a473-4fc0-8635-b8bbd3505953,91932,IMPERIAL BEACH,0.06,0.0025,0.01,0.015,0,52482571-c202-421d-ae43-1457e510c3c2
665ed15d-fdd8-4b9f-b272-15c4f3610356,91933,IMPERIAL BEACH,0.06,0.0025,0.01,0.015,0,52482571-c202-421d-ae43-1457e510c3c2
